Date,Open,High,Low,Close,Profit/Loss,Trend
2012-03-01,0.9045,0.9075,0.9017,0.9058,0.0013,1
2012-03-02,0.9058,0.9152,0.9042,0.9137,0.0079,1
2012-03-05,0.9137,0.9169,0.9102,0.9121,-0.0016,0
2012-03-06,0.9121,0.9199,0.911,0.9188,0.0067,1
2012-03-07,0.9188,0.9204,0.9152,0.9165,-0.0023,0
2012-03-08,0.9165,0.9179,0.9067,0.9084,-0.0081,0
2012-03-09,0.9084,0.921,0.9072,0.9192,0.0108,1
2012-03-12,0.9192,0.9222,0.9162,0.9169,-0.0023,0
2012-03-13,0.9169,0.9249,0.9141,0.9236,0.0067,1
2012-03-14,0.9236,0.9331,0.9232,0.9302,0.0066,1
2012-03-15,0.9302,0.9335,0.9202,0.9217,-0.0085,0
2012-03-16,0.9217,0.9254,0.9149,0.916,-0.0057,0
2012-03-19,0.916,0.9178,0.9091,0.9114,-0.0046,0
2012-03-20,0.9114,0.9154,0.91,0.9121,0.0007,1
2012-03-21,0.9121,0.9149,0.9074,0.9128,0.0007,1
2012-03-22,0.9128,0.9179,0.9096,0.914,0.0012,1
2012-03-23,0.914,0.914,0.9067,0.9084,-0.0056,0
2012-03-26,0.9084,0.9137,0.9021,0.9026,-0.0058,0
2012-03-27,0.9026,0.9053,0.9013,0.9042,0.0016,1
2012-03-28,0.9042,0.9082,0.9015,0.9048,0.0006,1
2012-03-29,0.9048,0.9093,0.9033,0.9068,0.002,1
2012-03-30,0.9068,0.9065,0.9009,0.9025,-0.0043,0
2012-04-02,0.9025,0.9071,0.9002,0.9032,0.0007,1
2012-04-03,0.9032,0.9115,0.9004,0.9102,0.007,1
2012-04-04,0.9102,0.9183,0.9096,0.916,0.0058,1
2012-04-05,0.916,0.9223,0.9144,0.9199,0.0039,1
2012-04-06,0.9199,0.9206,0.9161,0.9176,-0.0023,0
2012-04-09,0.9176,0.9217,0.9147,0.9164,-0.0012,0
2012-04-10,0.9164,0.921,0.9147,0.9186,0.0022,1
2012-04-11,0.9186,0.9194,0.9129,0.9176,-0.001,0
2012-04-12,0.9176,0.9179,0.9092,0.911,-0.0066,0
2012-04-13,0.911,0.9202,0.9105,0.9199,0.0089,1
2012-04-16,0.9199,0.9252,0.914,0.9146,-0.0053,0
2012-04-17,0.9146,0.9182,0.9126,0.9148,0.0002,1
2012-04-18,0.9148,0.921,0.9145,0.9163,0.0015,1
2012-04-19,0.9163,0.9195,0.9129,0.9152,-0.0011,0
2012-04-20,0.9152,0.9155,0.9086,0.9089,-0.0063,0
2012-04-23,0.9089,0.9172,0.9092,0.9136,0.0047,1
2012-04-24,0.9136,0.9142,0.909,0.9112,-0.0024,0
2012-04-25,0.9112,0.9122,0.9078,0.9091,-0.0021,0
2012-04-26,0.9091,0.9103,0.9059,0.9076,-0.0015,0
2012-04-27,0.9076,0.9133,0.9047,0.9066,-0.001,0
2012-04-30,0.9066,0.9097,0.9056,0.9075,0.0009,1
2012-05-01,0.9075,0.91,0.9042,0.9079,0.0004,1
2012-05-02,0.9079,0.9157,0.9076,0.9133,0.0054,1
2012-05-03,0.9133,0.9174,0.9111,0.9131,-0.0002,0
2012-05-04,0.9131,0.9184,0.9116,0.9176,0.0045,1
2012-05-07,0.9176,0.9271,0.9195,0.92,0.0024,1
2012-05-08,0.92,0.9251,0.9196,0.9227,0.0027,1
2012-05-09,0.9227,0.9302,0.9236,0.928,0.0053,1
2012-05-10,0.928,0.9293,0.9254,0.9277,-0.0003,0
2012-05-11,0.9277,0.9307,0.927,0.9294,0.0017,1
2012-05-14,0.9294,0.9365,0.9301,0.9354,0.006,1
2012-05-15,0.9354,0.9441,0.9334,0.9435,0.0081,1
2012-05-16,0.9435,0.9471,0.9414,0.9438,0.0003,1
2012-05-17,0.9438,0.9481,0.9421,0.9455,0.0017,1
2012-05-18,0.9455,0.95,0.9388,0.9403,-0.0052,0
2012-05-21,0.9403,0.9438,0.9366,0.9372,-0.0031,0
2012-05-22,0.9372,0.9488,0.9372,0.9473,0.0101,1
2012-05-23,0.9473,0.9573,0.9467,0.9542,0.0069,1
2012-05-24,0.9542,0.9595,0.9534,0.9585,0.0043,1
2012-05-25,0.9585,0.9611,0.9535,0.9595,0.001,1
2012-05-28,0.9595,0.9596,0.9526,0.9582,-0.0013,0
2012-05-29,0.9582,0.9638,0.956,0.9612,0.003,1
2012-05-30,0.9612,0.9714,0.9613,0.9706,0.0094,1
2012-05-31,0.9706,0.9736,0.9666,0.9705,-1.00E-04,0
2012-06-01,0.9705,0.9772,0.964,0.9677,-0.0028,0
2012-06-04,0.9677,0.9696,0.9597,0.9609,-0.0068,0
2012-06-05,0.9609,0.9676,0.9577,0.9649,0.004,1
2012-06-06,0.9649,0.9653,0.9541,0.9549,-0.01,0
2012-06-07,0.9549,0.9578,0.9513,0.9543,-0.0006,0
2012-06-08,0.9543,0.9658,0.9552,0.9605,0.0062,1
2012-06-11,0.9605,0.9623,0.9479,0.9619,0.0014,1
2012-06-12,0.9619,0.965,0.9585,0.9607,-0.0012,0
2012-06-13,0.9607,0.9628,0.9521,0.9553,-0.0054,0
2012-06-14,0.9553,0.9574,0.9506,0.952,-0.0033,0
2012-06-15,0.952,0.9538,0.9486,0.9496,-0.0024,0
2012-06-18,0.9496,0.9564,0.9423,0.9547,0.0051,1
2012-06-19,0.9547,0.9555,0.9428,0.9462,-0.0085,0
2012-06-20,0.9462,0.9502,0.9425,0.9478,0.0016,1
2012-06-21,0.9478,0.9583,0.9457,0.9571,0.0093,1
2012-06-22,0.9571,0.9592,0.9544,0.9556,-0.0015,0
2012-06-25,0.9556,0.9629,0.9556,0.9606,0.005,1
2012-06-26,0.9606,0.9652,0.9585,0.9608,0.0002,1
2012-06-27,0.9608,0.965,0.9602,0.9631,0.0023,1
2012-06-28,0.9631,0.9678,0.9592,0.9649,0.0018,1
2012-06-29,0.9649,0.966,0.9463,0.949,-0.0159,0
2012-07-02,0.949,0.9559,0.9475,0.9543,0.0053,1
2012-07-03,0.9543,0.9564,0.9513,0.9525,-0.0018,0
2012-07-04,0.9525,0.9605,0.9527,0.9583,0.0058,1
2012-07-05,0.9583,0.9716,0.9581,0.9693,0.011,1
2012-07-06,0.9693,0.9795,0.9685,0.9782,0.0089,1
2012-07-09,0.9782,0.9818,0.974,0.9753,-0.0029,0
2012-07-10,0.9753,0.9815,0.9738,0.9801,0.0048,1
2012-07-11,0.9801,0.9832,0.9767,0.9814,0.0013,1
2012-07-12,0.9814,0.987,0.9803,0.9833,0.0019,1
2012-07-13,0.9833,0.9873,0.9797,0.9811,-0.0022,0
2012-07-16,0.9811,0.9864,0.9771,0.9779,-0.0032,0
2012-07-17,0.9779,0.9852,0.9751,0.9781,0.0002,1
2012-07-18,0.9781,0.983,0.9761,0.9781,0,2
2012-07-19,0.9781,0.982,0.9746,0.9785,0.0004,1
2012-07-20,0.9785,0.9888,0.9779,0.9872,0.0087,1
2012-07-23,0.9872,0.9951,0.9887,0.9891,0.0019,1
2012-07-24,0.9891,0.9972,0.9895,0.9954,0.0063,1
2012-07-25,0.9954,0.9964,0.9869,0.9882,-0.0072,0
2012-07-26,0.9882,0.991,0.974,0.9776,-0.0106,0
2012-07-27,0.9776,0.9809,0.9692,0.9749,-0.0027,0
2012-07-30,0.9749,0.9823,0.9732,0.98,0.0051,1
2012-07-31,0.98,0.9805,0.9739,0.9758,-0.0042,0
2012-08-01,0.9758,0.9831,0.9738,0.9814,0.0056,1
